common_name,description,folklore,link,medicinal_uses,origins,properties,tags
"How to Use: 
	Agave "," Agave is favored as a sweetener to replace honey by vegans and is used in many natural and organic food products. Agave nectar is obtained from the juice of the blue agave, ,. Agave syrups are sweeter than sugar, so less can be used to reduce caloric intake. ,Increasing evidence now suggests that the rise in consumption of carbohydrates,
  particularly refined sugars high in fructose, are a very important contributing
  factor in the development of , and ,.  Agave is used as a healthier alternative to refined sugars in part because of it's low glycemic
  index which helps to prevent spikes in blood sugar. 
  Is agave a good alternative
  for diabetics? The answer, sadly may be no. Agave is certainly a great improvement over HFS and cane sugar, however Agave nectar typically is primarily fructose, which can still cause problems for diabetics if consumed without care. Adding to the problem, unscrupulous companies have
  been known to add other sugars like maple syrup without labeling as such. So buyer beware! Only purchase agave syrup from a trusted source and monitor your blood sugar carefully to assess its impact on you. , ","
	
	
	The consumption of pulque (fermented juice) from agave sap dates back to 200 AD, and various cultures have used agave for fiber and food for at least two centuries. In spite of this long history, little is known about the health effects of agave when consumed or applied topically.  The most important economic use of agave is the production of tequila in Mexico. ",<200 https://www.anniesremedy.com/agave-tequilana-syrup.php>,"* Nutrition,* South_American",Central and South America,,"* Nutrition,* South_American,obesity,type 2 diabetes"
"How to Use: 
	Agaricus blazei mushroom ","Regional Traditions :, * 
,
 
		
	,
	
	Royal Sun Agaricus ,	
	 
	 											","
	
	
	Agaricus subrufescens Peck was cultivated first in the late 1800s in eastern North America. The type consists partly of cultivated material and partly of field-collected specimens. Once a popular market mushroom, the species faded from commerce in the early 20th century. More recently, a mushroom species growing wild in Brazil has been introduced into cultivation in Brazil, Japan and elsewhere. This Brazilian mushroom has been referred to by various names, most commonly as A. blazei Murrill (sensu Heinemann) and most recently as A. brasiliensis Wasser et al. ",<200 https://www.anniesremedy.com/agaricus-blazei-mushroom.php>,"* Cancer Prevention,* Culinary/Kitchen,* Immune,* South_American",Central and South America,* Immunostimulant,"* Cancer Prevention,* Culinary/Kitchen,* Immune,* South_American,immune disorders,cancer"
"How to Use: 
	Calamus ","Regional Traditions :, * 
, * 
, * 
,
 						","
	
	
	Sweet Flag was brought to Europe by the Tartars in the thirteenth century, and is one of the herbs mentioned in the book of Exodus.
",<200 https://www.anniesremedy.com/acorus-calamus-root.php>,"* Amenorrhea,* Aphrodisiac,* Asthma,* Ayurvedic,* Colds,* Congestion,* Headache/Migraine,* Sore Throat,* Stop Smoking","Ayurvedic,European,North America","* Abortifacient,* Analgesic,* Antibacterial,* Antioxidant,* Antirheumatic,* Aromatic,* Bitter,* Carminative,* Diuretic,* emetic,* Emmenagogue,* Nervine,* Psychedelic,* Sedative,* Uterine Tonic","* Amenorrhea,* Aphrodisiac,* Asthma,* Ayurvedic,* Colds,* Congestion,* Headache/Migraine,* Sore Throat,* Stop Smoking,digestive system,phlegm, clears congestion,,insomnia,stop smoking,sharpens memory,"
"How to Use: 
	Acai Berry ","The juice and berries of acai are an important food source for the indigenous populations of Brazil. 
Acai is traditionally served in gourds, and mixed with tapioca, sugar and honey. Freeze dried powders, juices and supplements have become a very popular health food outside the region in recent years for it's energizing antioxidant benefits as part of a , diet.,Acai is a , that can be safely added to a daily health
  regime to improve stamina. Açai (,) berries
  are marketed for health benefits such as promoting rapid weight loss, improving
  digestion, fighting ,, and preventing the aging process.,
There are many wildly extravagant health claims for acai health food products
that should be viewed with a certain amount of skepticism. In the tradition folk
medicine of Brazil it was also revered as an energy food, and was traditionally
pulped to make wine. There is little science to support these uses, what is known
is that the acai berry is extremely high in antioxidants and anthocyanins, rich
in protein fiber, vitamin E and iron. Be sure to purchase acai from a reputable
source for a reasonable price.","
	
	
	Acai was first used by tribes in the Amazon for various medicinal purposes, among them the ability to build and strengthen the immune system, fight infection, protect the heart, and as a natural remedy for erectile dysfunction. It was also revered as an energy food, and was traditionally pulped to make wine. ",<200 https://www.anniesremedy.com/euterpe-oleracea-acai-berry.php>,"* Cardiovascular,* Diet/weight Loss,* Nutrition,* South_American",Central and South America,* Antioxidant,"* Cardiovascular,* Diet/weight Loss,* Nutrition,* South_American,weight loss ,nutritious health tonic,cardiovascular
  disease"
"How to Use: 
	Acacia  ","Herbalists use acacia gum to bind pills and to stabilize emulsions. It is also used in aromatherapy for applying essential oils.  Acacia (gum arabic) is used widely as an ingredient in foods like candies and soft drinks, the gum has the properties of a glue that is safe to eat. Acacia gum is widely used in organic products as natural alternative to chemical binders.","
	
	
	",<200 https://www.anniesremedy.com/acacia-senegal.php>,"* African,* Cuts & Wounds,* Sore Throat","African,Middle East","* Astringent,* Demulcent,* Emollient","* African,* Cuts & Wounds,* Sore Throat"
"How to Use: 
	Rue ","You will find rue often mentioned in the older herbals, (Rue is first mentioned
  by Turner in 1562, and was noted by early writers such as Pliny), but the use
  of Rue as a medicinal herb has declined in modern times due to it's toxicity,
  and the bitterness of its taste. Rutin is responsible for the bitter taste
  (7 to 8% in the dried leaves). Rutin is anti-inflammatory, antiviral and antibacterial
  and helps to protect against free radicals. It has been used to treat 
, and
has a tradition of ,
Rue is valued as a country simple for its ability to ward off  pests
and is one of the ingredients in the ,, a formula made famous during the plague years in Europe. You
can still make good use of rue today as a , and to discourage slugs and beetles in the garden.
Used in small amounts rue can ease ,,
especially those caused by nervous tension. The leaves can be applied externally
in poultice form to relieve ","
	
	
	 One of the oldest and garden plants cultivated for medicinal use introduced in England by the Romans, much used by the Ancients - regarded from the earliest times as successful in warding off contagion and the attacks of fleas and other noxious insects - one of the ingredients of the famous 'Vinegar of the Four Thieves'. ",<200 https://www.anniesremedy.com/ruta-graveolens-rue.php>,"* Culinary/Kitchen,* Eyes/Vision,* Headache/Migraine,* Insect Repellent,* Nerve/Back Pain,* Varicose Veins",,"* Abortifacient,* Analgesic,* Antiparasite,* Antispasmodic,* Aromatic,* Bitter,* Emmenagogue,* Nervine,* Rubefacient","* Culinary/Kitchen,* Eyes/Vision,* Headache/Migraine,* Insect Repellent,* Nerve/Back Pain,* Varicose Veins,varicose veins,improving
eyesight.,flea
repellent,headaches,sciatica."
"How to Use: 
	Rosemary ","
,Rosemary stimulates the central nervous system and circulation making it beneficial for ,. Rosemary oil and rosemary essential oil are used to alleviate the , of sprains, arthritis, sciatica and neuralgia. Rosemary has also been used traditionally to ease asthma.  “The  essential oils in rosemary leaf can block histamine, the chemical culprit of both asthma and allergies. ”, Add rosemary essential oil to your bath or in steam inhalation. ,Rosemary, along with other , may offer a way to help manage 
,. These herbs contain several flavonoids that inhibit DPP-IV and should be investigated further regarding their potential in diabetes management. , Rosemary has a long herbal tradition as a herb that
      improves concentration and ,, Greek students would braid Rosemary
      into their hair to help them with their exams. Modern science attributes
      much of rosemary's action on the central nervous system to it's potent
      antioxidant, rosmarinic acid. The uplifting aroma of a fresh sprig of rosemary in the summer air will confirm both the science and history with your own senses.
     ,  Rosemary is one of
  best hair tonics available, whether you are worried about hair loss, or just want healthy, happy hair, rosemary extracts used in shampoos and , will work wonders. A few drops of the essential oil can be applied directly to the scalp or hair brush to restore dry, flyaway hair and make it shine. 
Rosemary essential oil stimulates hair follicles and circulation in the scalp, which may help prevent premature baldness. Use rosemary on a continuing basis for a healthy scalp that encourages healthy
 ,growth and slows , , Rosemary extract (rosmarinic acid) is a natural way to stabilize and extend the shelf life of hand made cosmetics, creams, lotions, and other herbal compounds. Use rosemary in , to tone and soften skin.
, The Commission E approved the internal use of rosemary leaf for dyspeptic complaints and external use as supportive therapy for rheumatic diseases and circulatory problems. ,Rosemary infused oil and rosemary essential oil are both used in ,formulations to relieve the pain of , and of sore aching muscles. Rosemary used as a massage oil also helps to tone the , system. Antioxidant compounds in rosemary prevent uterine spasms and , Rosemary essential oil helps alleviate water retention and increases circulation when used in massage blends. , Unlike
  milder herbs, rosemary can withstand longer cooking times, and lends itself
  well to roasted meats, chicken and hearty stews. A few teaspoons of chopped
  rosemary lends a tangy taste to biscuits as well. , are an excellent and healthy way to dress cold vegetables and
  salads. 
  ,Rosemary is such an extremely useful herb, with so many culinary, medicinal and aromatherapy attributes that it deserves a treasured place in your home. Even the twigs, stripped of their leaves find use as kindling and   as a aromatic addition to barbecue fires. ","
	
	
	 Rosemary was an essential part of the apothecary's repertoire during the Renaissance. The French regarding it as a cure-all, Hippocrates, Galen, and Dioscorides all prescribed rosemary for liver problems.
",<200 https://www.anniesremedy.com/rosmarinus-officinalis-rosemary.php>,"* Alopecia/baldness,* Aromatherapy,* Arthritis,* Bronchitis,* Cardiovascular,* Cellulite,* Christmas,* Circulation,* Colds,* Culinary/Kitchen,* Diabetes,* Fatigue,* Hair,* Herbal Steam,* Hypertension,* IBS,* Insect Repellent,* Lice,* Longevity Tonics,* Lupus,* Memory/Focus,* Pain Relief,* Rheumatoid_arthritis,* Scabies,* Skin Care,* Thanksgiving Harvest",European,"* Analgesic,* Antioxidant,* Antirheumatic,* Antispasmodic,* AntiViral,* Aromatic,* Astringent,* Carminative,* Cholagogue,* Cicatrisant,* Circulation,* Cordial,* COX-2 Inhibitor,* Deodorant/Perfumes,* Diaphoretic,* Digestive,* Diuretic,* Emmenagogue,* Energize,* Hepatic,* Hypertensive,* Insect repellents,* Mood,* Muscle Relaxant,* Nervine,* Rubefacient,* Skin tonic,* Stimulant,* Stomachic,* Vermifuge","* Alopecia/baldness,* Aromatherapy,* Arthritis,* Bronchitis,* Cardiovascular,* Cellulite,* Christmas,* Circulation,* Colds,* Culinary/Kitchen,* Diabetes,* Fatigue,* Hair,* Herbal Steam,* Hypertension,* IBS,* Insect Repellent,* Lice,* Longevity Tonics,* Lupus,* Memory/Focus,* Pain Relief,* Rheumatoid_arthritis,* Scabies,* Skin Care,* Thanksgiving Harvest,low blood pressure and sluggishness,pain,culinary herbs ,diabetes,memory, hair , hair loss.,skin care,massage oil ,arthritis,circulatory,menstrual cramps.,Cooking with Rosemary.,Rosemary
  vinegars"
"How to Use: 
	Rose ","
 The rose was one of the most valued
   medicinal plants in the monastery gardens of medieval Europe.   Rose petals
   suitable for medicinal purposes must yield a deep rose-colored, astringent,
   and fragrant infusion when boiling water is poured upon them. Unfortunately
   many modern cultivars have been chosen more for vibrant display at the cost
   of aromatic scent. When we consider rose as
   a medicinal herb today, we tend to focus only of the high vitamin C
   content of the rosehips,
   or the value rose holds in healing damaged skin. A closer look reveals even
   more  of the healing powers of this classic garden favorite.
   ,    Rose petals are   ,
   and can be used as a skin wash to staunch bleeding from ,. 
 Luxurious rosewater is a welcome addition to
   almost any , and
  , formulation. Rose petals can turn an everyday bath into a luxurious spa treatment for the body and spirit. Rose petals and rose oils hold a special place in ,. Rosewater can be used alone as a facial wash or incorporated
   in lotions and creams. , is inexpensive, easy to make, fresher and better quality than commercial brands.,The rose is sensual, evocative, and evokes the spirit of love in the heart
  and mind. Rose is a classic , because
  it affects both mind and body in a synergistic fashion. The scent of roses
  can reach within to lift ,
   and create a feeling of well being and mild euphoria. ","
	
	
	 ",<200 https://www.anniesremedy.com/rosa-spp-rose.php>,"* Aphrodisiac,* Aromatherapy,* Beauty,* Cuts & Wounds,* Facial Care,* Herbal Steam,* Nutrition,* Skin Care","Netje Blanchan,(1917),Middle East","* Antidepressant,* Antiscorbutic,* Antispasmodic,* Aphrodisiac,* Aromatic,* Astringent,* Calm,* Coagulant/Hemostatic,* Cordial,* Deodorant/Perfumes,* Depurative,* Emmenagogue,* Hepatic,* Laxative,* Mood,* Nervine,* Refrigerant,* Sedative,* Skin tonic,* Splenic,* Stomachic,* Uterine Tonic","* Aphrodisiac,* Aromatherapy,* Beauty,* Cuts & Wounds,* Facial Care,* Herbal Steam,* Nutrition,* Skin Care,scrapes and cuts,natural beauty, skin care,facial
   care ,aphrodisiac,depressive
  moods"
"How to Use: 
	Rooibos ",,"
	
	
	Rooibos (Afrikaans for 'red bush'; pronounced 'ROY-BOSS') The ancient Khoi and San people are believed to be the first to discover that the needle-like Rooibos leaves can be used to make a refreshing brew.  Early Dutch settlers at the Cape started drinking Rooibos as an alternative to the very expensive black tea from Europe. Large-scale cultivation and industrial processing of the plant started during the 1930s. ",<200 https://www.anniesremedy.com/aspalathus-linearis-rooibos.php>,"* African,* Culinary/Kitchen,* Herbal Teas,* Longevity Tonics,* Sleep/Insomnia","
,
, 
 ,African","* Antioxidant,* Stimulant,* Stress","* African,* Culinary/Kitchen,* Herbal Teas,* Longevity Tonics,* Sleep/Insomnia"
"How to Use: 
	 ","
 						","
	
	
	 ",<200 https://www.anniesremedy.com/helianthemum-canadense-rock-rose.php>,,,,
"How to Use: 
	Turkey Rhubarb ","Turkey rhubarb is a , and is most often used in herbal formulas for it's strong laxative effects in , and colon cleansing formulas. It is most famously an ingredient in the classic ,. The use of rhubarb was recorded in the earliest Chinese herbals., Turkey rhubarb works on the smooth muscles of the intestine, much like , and senna. Rhubarb is more appropriate than ,, however, when irregularity follows treatment with antibiotics; it is less dependent on the symbiotic bacteria of the colon. ,The active principles in rhubarb root are anthraquinones with purgative properties
and bitters and tannins with the opposite effect. Rhubarb's action is dose dependant-
small doses have mainly an aperitif and gentle tonic bitter effect. As the dose
is increased the purgative anthraquinones predominate and rhubarb becomes the
laxative that it is generally known for. Rhubarb is often added to , to enhance the effect. ","
	
	
	 ",<200 https://www.anniesremedy.com/rheum-palmatum-turkey-rhubarb.php>,"* Chinese,* Constipation,* Spring Tonics","North America,Traditional Chinese Medicine","* Astringent,* Bitter,* Laxative,* Purgative,* Stomachic","* Chinese,* Constipation,* Spring Tonics,constipation,liver/gallbladder remedies"
"How to Use: 
	Rhodiola  ","Rhodiola is an adaptogen, and acts in a similar fashion as ginseng. In traditional
medicine, rhodiola root was prepared as a tea, and given in treatment of colds,
anemia and to enhance fertility and sexual function. Modern research suggests
rhodiola may support memory and focus, and relieve depression. Clinical trials
have found Rhodiola rosea roots and rhizomes demonstrated anti-depressive activity
in patients with mild to moderate depression, with less drug/herb interaction
than the better known St. Johns Wort.","
	
	
	In Siberian villages, a bouquet of rhodiola roots is still given to couples just prior to marriage to enhance fertility and to ensure the birth of healthy children. ",<200 https://www.anniesremedy.com/rhodiola-rosea-rhodiola.php>,"* Chinese,* Depression,* Libido,* Memory/Focus,* Nausea,* Stress","
,
, 
 ,Traditional Chinese Medicine","* Adaptogens,* Aphrodisiac,* Cordial,* Immunostimulant,* Stimulant","* Chinese,* Depression,* Libido,* Memory/Focus,* Nausea,* Stress"
"How to Use: 
	Reishi ","
, 
 , Reishi, or , is the extract of the , mushroom. This mushroom has been used in traditional Chinese and Japanese medicines for thousands of years, who place it in the highest class of tonic medicines, those who benefit the vital life energy or ,. Reishi mushrooms are commonly prescribed for a host of conditions such as 
,,
,,
,,
,, 
and, but is particularly renowned for its use in hepatitis and other diseases of the 
, and for promoting 
,. 
Reishi is used to prevent ""fatty-liver"" and cirrhosis due to
 ,. , The Western focus on reishi is on the mushroom's , and , activities, the exact mechanism is still unknown, but it is thought that the mycopolysaccharides contained in the cell walls may hold the key to the mushrooms medicinal properties., ","
	
	
	 ",<200 https://www.anniesremedy.com/ganoderma-lucidum-reishi-mushroom.php>,"* Alcoholism,* Allergies,* Anxiety,* Bronchitis,* Chinese,* Fatigue,* Hypertension,* Immune,* Liver,* Longevity Tonics,* Stress",Traditional Chinese Medicine,"* AntiViral,* Calm,* Cordial,* Hypoglycemic,* Immunostimulant","* Alcoholism,* Allergies,* Anxiety,* Bronchitis,* Chinese,* Fatigue,* Hypertension,* Immune,* Liver,* Longevity Tonics,* Stress,anxiety, high blood pressure, bronchitis,  insomnia, asthma,liver,longevity,alcohol abuse,immuno-enhancing,anti-tumor"
"How to Use: 
	Red Root ","The healing uses of the plant were known to the native tribes of North America who used it to treat skin cancers, skin lesions, and venereal sores. The root is an astringent, expectorant and antispasmodic. It is used by modern herbalists  in the treatment of complaints such as , ,, and , It has proven useful in mouthwashes to relieve sore throat and to help , ","
	
	
	Dried leaves were used as a tea substitute, in the American Revolutionary War times, hence the common name ""New Jersey Tea"", but it is the root that has been used for medicine by herbalists in China, Russia and North Americas. ",<200 https://www.anniesremedy.com/ceanothus-americanus-red-root.php>,"* Cough,* Dental/Oral Care,* Sore Throat","
,
, 
 ,North America","* Astringent,* Expectorant,* Styptic","* Cough,* Dental/Oral Care,* Sore Throat"
"How to Use: 
	Sweet Woodruff ","Sweet woodruff is one of those herbs with a long tradition of practical use,
  yet  very little research has been done to  document or support the folklore. This
  is a not uncommon occurrence with those gentle herbs whose commercial value
  is low and whose uses are mostly the simples of country people; 
  ,,
  ,, ,, and as a remedy for strengthening
  the nervous system and heart function, and for,.  My own
  experience with this herb is that it makes such a sweet, relaxing , that
  it well earns a place in my herbal stash and a spot in a shady corner in the
  garden. ","
	
	
	 Sweet woodruff has been used in Europe since the Middle Ages as both food and medicine. The Germans used it to flavor the traditional May wine,",<200 https://www.anniesremedy.com/galium-odoratum-sweet-woodruff.php>,"* Circulation,* Cuts & Wounds,* Herbal Teas,* Spring Tonics",,"* Antispasmodic,* Depurative,* Diaphoretic,* Hypotensive,* Sedative,* Stomachic,* Styptic,* Vulnerary","* Circulation,* Cuts & Wounds,* Herbal Teas,* Spring Tonics,wound healing,stomach upsets,weak veins and circulatory problems"
"How to Use: 
	Turmeric ","Western science confirms that turmeric is a first rate ,. It contains at least two chemicals, curcumin
and curcuminoids, that act to decrease inflammation much like NSAID COX-2 that
    inhibit the production of prostaglandins which are linked to arthritic inflammation.
    This anti-inflammatory effect may be why consumption of turmeric is also
    connected to a reduced occurrence of ,,
,, and , ,Turmeric has been shown to be an effective pain reliever in cases of , ,
 Modern studies confirm ancient wisdom that those with ,can
 especially benefit from daily supplementation with turmeric. Studies show that
 the curcumin in turmeric acts
 to disrupt the cycle of skin plaque formation, working in a similar manner
 to the new biologic TNF inhibitors. ,Turmeric powder mixed in warm water has been  used as a home remedy for cancer sores for some time  It has many medicinal properties such as anti-inflammatory, antioxidant, and antimicrobial activity that could explain why it is a useful ,.  In a recent study turmeric turmeric mouthwash (10 mg curcumin extract dissolved in 100 ml of water with a peppermint flavoring agent added was found to be as effective as a solution made from  chlorhexidine gluconate (CHX), the gold standard compound for plaque  buildup in dentistry. ,
This is great news for food lovers; this healthy and inexpensive spice is not only
,, but it also may help to , from a high fat
diet. ,Turmeric is such an exemplary herb that has a wide array of health benefits at a low cost both in monetary terms (cheap!)and few adverse effects, (almost none). Turmeric deserves a prominent place in almost anyone's health routine as a daily supplemental and a healthy culinary spice. ","
	
	
	 ",<200 https://www.anniesremedy.com/curcuma-longa-turmeric.php>,"* Arthritis,* Cancer Prevention,* Candida/yeast,* Cardiovascular,* Culinary/Kitchen,* Cuts & Wounds,* Dental/Oral Care,* Eyes/Vision,* Longevity Tonics,* Lupus,* Nutrition,* Pain Relief,* Psoriasis,* Rheumatoid_arthritis,* Stop Smoking","
,
, 
 ","* Analgesic,* Anti-inflammatory,* Antibacterial,* Antifungal,* Aromatic,* Bitter,* Cholagogue,* Cordial,* COX-2 Inhibitor,* Depurative,* Hepatic,* Vermifuge","* Arthritis,* Cancer Prevention,* Candida/yeast,* Cardiovascular,* Culinary/Kitchen,* Cuts & Wounds,* Dental/Oral Care,* Eyes/Vision,* Longevity Tonics,* Lupus,* Nutrition,* Pain Relief,* Psoriasis,* Rheumatoid_arthritis,* Stop Smoking,cancers,cataracts,Alzhemimers. ,rheumatoid arthritis.,psoriasis ,dental and oral care treatment,great for cooking,limit weight gain"
"How to Use: 
	Unicorn Root ","
			
					Plant prefers sun and moist, sandy, acidic soils.,
 						","
	
	
	It was used as a component in Lydia Pinkham's original Vegetable Compound. ",<200 https://www.anniesremedy.com/aletris-farinosa-unicorn-root.php>,"* Female Hormones,* Pregnancy/Childbirth",,,"* Female Hormones,* Pregnancy/Childbirth"
"How to Use: 
	Violet ","February's flower, the violet, is a symbol of faithfulness, modesty, and simplicity. While we modern folks regard violets as nothing more than pretty garden flowers, violets have been used medicinally for ages, and are an important part of traditional folk medicine. Violets are a rich source of vitamins A and C. They also contain a type of antioxidant called an anthocyanin. The wild pansy became naturalized in this country from Europe and the principal changes in cultavation are seen in the immense varities, size and colors of the flowers. , “The common dark-blue violet makes a slimy tea, which is excellent for the canker. Leaves and blossoms are both good. Those who have families should take some pains to dry these flowers.“,
,“The use of the pansy in medicine dates far back in ancient medication, the first real experimentation with the plant is that of Starck in 1776 who wrote "","", in that year; the provings substantiate this use of the plant and show it to be useful in other forms of impetigo (skin infections). Its use in some forms of burrowing ulcers, tinea capits and scabies is also sanctioned. ”
,
","
	
	
	 ",<200 https://www.anniesremedy.com/viola-spp-violet-leaf.php>,* Spring Tonics,,"* Anodyne,* Antiscrofulous,* Antitussive,* Cathartic,* Depurative,* Diaphoretic,* Diuretic,* emetic,* Emollient,* Laxative,* Nervine,* Refrigerant",* Spring Tonics
"How to Use: 
	Wood Betony ","Though this nearly forgotten mint has become increasingly rare modern herbal medicine, wood betony was once considered almost a panacea by the elder herbalists.,Little modern research has been done to either prove or disprove the medicinal values attributed to betony, which means less about its potential as a  medicinal plant than it  does its lack of potential as a money maker. Betony was once used to treat chest and lung problems, worms, fever, gout, uterine bleeding, dizziness, and many other afflictions, including protection against ,		","
	
	
	 ",<200 https://www.anniesremedy.com/stachys-officinalis-wood-betony.php>,"* Headache/Migraine,* Nerve/Back Pain,* Stress,* Varicose Veins",,"* Astringent,* Calm,* Midsummer,* Nervine","* Headache/Migraine,* Nerve/Back Pain,* Stress,* Varicose Veins"
"How to Use: 
	Witch Hazel ","
	
 
, 
 ,When distilled and combined with alcohol, the aromatic oil extracted from
  the bark of the witch hazel shrub makes a soothing and mildly astringent lotion.
  Witch hazel may be the most familiar of all home herbal medicines being mild
  and gentle in action. It is a general and all purpose first aid remedy for ,, ,,  , and
  other inflammatory conditions of the skin. Witch hazel also forms the base
  of ,.,As an , fighter witch hazel reduces the swelling of minor pimples and blemishes. Witch hazel is an excellent astringent, toning,, used to decrease bags under eyes, skin puffiness, and to reduce pore size. It can be used for all skin types, oily to dry and is a valuable ingredient in natural , formulations and anti-aging products.","
	
	
	The witch comes from ""wyche"" and from the old Anglo-Saxon word meaning bend. Native Americans used the shrub for the same kinds of skin afflictions which make it as common item in today's medicine cabinets as it was in our grandmothers time. ",<200 https://www.anniesremedy.com/hamamelis-virginiana-witch-hazel.php>,"* Beauty,* Burns,* Cuts & Wounds,* Eczema,* Eyes/Vision,* Insect/flea Bites,* Psoriasis,* Skin Care,* Sunburns,* Varicose Veins","European,North America","* Analgesic,* Anodyne,* Anti-inflammatory,* Astringent,* Refrigerant,* Styptic,* Vulnerary","* Beauty,* Burns,* Cuts & Wounds,* Eczema,* Eyes/Vision,* Insect/flea Bites,* Psoriasis,* Skin Care,* Sunburns,* Varicose Veins,abrasions,burns,
  scalds,insect bites, varicose vein
  treatments,acne, facial cleanser,skin care"
"How to Use: 
	Yucca "," Yucca  is a medicinal plant genus native to Mexico and the Southwestern US. Yucca was used widely in Native folk medicine for it's anti-arthritic and anti-inflammatory effects which support Yucca's promise in the treatment of both , and ,. The plant contains several physiologically active phytochemicals. It is a rich source of steroidal saponins, and is used commercially as a saponin source. The steroidal saponins in yucca are used as starter substances in the production of synthetic steroid drugs.  These phytosterols  work with the natural immune functions of the body, and assist the body in using and producing these its steroid related hormones., Clinical trials conducted on constituents isolated from , bark found evidence that the , of these saponins have  anti-tumor properties that may be important in further , research. ","
	
	
	 Many Native American tribes uses yucca as a food, and it has traditionally been used as an arthritis remedy. ",<200 https://www.anniesremedy.com/yucca-root.php>,"* Arthritis,* Pet,* Rheumatoid_arthritis",North America,"* Analgesic,* Anti-inflammatory,* Antirheumatic","* Arthritis,* Pet,* Rheumatoid_arthritis,osteoarthritis,rheumatoid arthritis,cancer"
"How to Use: 
	Yohimbe ","
	
 
, 
 ,  
The bark of this West African tree may be your best natural bet for reversing sexual dysfunction, though at the cost of several side effects. Until the advent of Viagra, the most commonly prescribed drug for erection problems was a pharmaceutical isolation of yohimbe's' active phytochemical, yohimbine. Called ""herbal viagra"" by the February 1999 edition of Environmental Nutrition, yohimbe's power comes from a combination of alkaloids. Alkaloids are organic plant substances that have strong medicinal properties and are frequently used as drugs.,The terms yohimbine, yohimbine hydrochloride, and yohimbe bark extract are related but different. Yohimbe refers to the herb. Yohimbine refers to the active chemical found not only in yohimbe but also in Indian snakewood, periwinkle, quebracho, and niando. For a significant number of men who try it, yohimbe lives up to its reputation as a sexual performance enhancer.,While Yohimbe herb is often thought of for male erectile dysfunction support, most people don't realize that yohimbe is also effective in women. This herb increases blood flow to the genitals of both males and females giving women an enhanced sensation and engorgement of genital organs. However, keep the dose low to prevent the yohimbe side effects., Yohimbe is also sold as a muscle building natural version of anabolic steroids.  However, it's action is apparently unrelated to the body's production of testosterone, which means it probably is of little value in building bigger muscles.","
	
	
	 Africans have turned to this evergreen aphrodisiac for centuries, and it was imported for use in Europe in the 1800s ",<200 https://www.anniesremedy.com/pausinystalia-johimbe-yohimbe.php>,"* African,* Aphrodisiac,* Libido",African,,"* African,* Aphrodisiac,* Libido"
"How to Use: 
	Ylang-Ylang ",,"
	
	
	Filipinos used the flowers of the cananga, (Ylang-ylang), mixed with coconut oil as protection against saltwater and snakebites. The oil was used in the 19th century as a hair oil.",<200 https://www.anniesremedy.com/cananga-adorata-ylang-ylang.php>,"* Aphrodisiac,* Aromatherapy,* Depression,* Hypertension,* Sleep/Insomnia","
,
, 
 ,Southeast Asia","* Antidepressant,* Aphrodisiac,* Aromatic,* Calm,* Communication,* Confidence,* Emmenagogue,* Hypotensive,* Mood,* Sedative","* Aphrodisiac,* Aromatherapy,* Depression,* Hypertension,* Sleep/Insomnia"
"How to Use: 
	Yerba Mate ","Yerba mate tea is made from the dried leaves of the Holly tree native to South America. The tea has been used for centuries as a health tonic and stimulant beverage by the South American native peoples, and is still used as such today. Yerba mate contains healthy antioxidants and has been a folklore favorite in South America used to reduce inflammation in , and ,. Containing 196 active compounds, nutrients, and amino acids, 
Yerba maté is rich in phenolics and saponins with potential lipid-lowering properties and has shown favorable results in a studies showing drinking green and roasted yerba maté over time has , potential. , Mate contains an alkaloid called mateine, which acts much like smooth caffeine. Additionally, it is believed to act to assist , in reducing food cravings and by helping you feel fuller, longer.  ,  ,Drinking , as part of a diet for weight loss is one of the best ways to reduce calorie intake while consuming a healthy beverage. Unlike diet soda, herbal diet tea contains no chemicals and artificial sweeteners. ","
	
	
	Drinking mate with friends from a shared hollow gourd (also called a mate in Spanish, or cabaça or cuia in Portuguese) with a metal straw (a bombilla in Spanish, bomba or canudo in Portuguese) is an extremely common social practice in Argentina,Uruguay, Paraguay, southern Chile, eastern Bolivia and Southern Region, Brazil and also Syria and Lebanon.
",<200 https://www.anniesremedy.com/ilex-paraguariensis-yerba-mate.php>,"* Depression,* Diet/weight Loss,* Gout,* Lupus",Central and South America,"* Appetite Depressant,* Astringent,* Stimulant","* Depression,* Diet/weight Loss,* Gout,* Lupus,arthritis,gout,cholesterol-lowering,dieters"
"How to Use: 
	Yellow Dock ",,"
	
	
	",<200 https://www.anniesremedy.com/rumex-crispus-yellow-dock.php>,* Constipation,,"* Antioxidant,* Astringent,* Bitter,* Cathartic,* Depurative,* Laxative,* Refrigerant,* Skin tonic",* Constipation
