common_name,description,folklore,link,medicinal_uses,origins,properties,tags
 ,"can be grown in containers if you wish, in fact it often volunteers in the spring in any container left with soil over the winter., ","before the introduction of hops, ground ivy was used to clarify beer, earning it the name 'alehoof'. ",glechoma hederacea ground ivy,,,,cough
 ,"the dried and aged bark is the part used in herbal medicine, primarily as a laxative. frangula bark is considered to be milder in action than aloes and senna with only minimal irritant properties, about the same as ,. it is a close relative of the california buckthorn, , the slightly gentler action makes it more suitable to those with chronic constipation  as a tonic to re-educate the bowel. for persistent cases frangula with not suffice on its own and is  often combined with carminatives and stronger laxatives., ",alder  fine charcoal was widely used from the middle ages through the second world war for slow-burning fuses. ,rhamnus frangula alder buckthorn, Constipation,",,  "," Bitter, Laxative", constipation
ajwain seed ,"ajwain is very similar to its western relatives in the plant family , ,, , and ,, both in the way it is used in food and in medicine. the high concentration of essential oils in ajwain seeds, primarily thymol, give them an aroma and flavor resembling ,, with a stronger bite. ajwain seeds are used to flavor vegetables and fish in indian cuisine and are fried in oil or ghee(clarified butter) to mellow the acrid taste.,  ajwain seeds are also known as a digestive aid, and combines well with , to relieve gas and bloating. a side dish of ajwain seeds often accompanies food in the middle east.,: ajwain seeds contain about 50% thymol, a well known and antibacterial essential oil, and along with , can be used to enhance the , to ward off colds and flu and other viral infections.", ,trachyspermum ammi ajwain seed," Ayurvedic, Culinary/Kitchen, Digestion","Ayurvedic,Middle East"," Antibacterial, Aromatic, Carminative"," ayurvedic, culinary/kitchen, digestion,digestion:,colds and flu,immune system"
agrimony ," agrimony is most used in modern herbal practice as a mild astringent and a tonic. agrimony is approved by the , internal use for mild, nonspecific, acute diarrhea andinflammation of oral and pharyngeal mucosa (sore throat). the dried, above-ground parts of ,.  and/or , can be used as a skin wash to treat skin inflammation and irritations. , agrimony is most used in modern herbal practice as a mild astringent and a tonic. agrimony's astringency is effective against ,, especially in small children, and because of its low toxicity, the herb is particularly suitable for children's illnesses.   ,agrimony stops irritation of the urinary tract that may increase a child's urge to urinate and, therefore, may be useful in the treatment of bladder leakage (cannot hold urine),,. sip a cup of agrimony tea slowly before retiring to bed. ,  , agrimony is perhaps best known as a wound herb used on medieval battlefields to staunch bleeding. this same property helps to slow  , as well. , agrimony is also considered a very useful agent in skin eruptions and diseases of the blood, pimples, blotches, etc.,the tannins it contains tone the mucus membranes making it is useful for alleviating the symptoms of coughs and ,. agrimony has had a great reputation for curing jaundice and other liver complaints..it was at one time included in the london materia medica as a vulnerary herb...agrimony is also considered a very useful agent in skin eruptions and diseases of the blood, pimples, blotches, etc.   the herbal tea can be used as a skin wash; it is thought to improve , and chronic skin conditions. ,the combination of being a bitter tonic as well as an astringent herb make agrimony a valuable tonic for the digestive system and a useful remedy for healing peptic ulcers. the bitter principles in the plant support the function of the , and gallbladder. ,    ,  ","the name agrimony is from argemone, a word given by the greeks to plants which were healing to the eyes, the name eupatoria refers to mithridates eupator,  king of pontus, who is remembered by early herbalists for fashioning a 'universal antidote' to protect him from all earthly poisons.  pliny described agrimony as ""an herb of princely authorite"" ..",agrimonia eupatoria agrimony," Bed Wetting/incontinence, Bladder Infection (UTI), Children, Cuts & Wounds, Diarrhea, Herbal Teas, Liver, Longevity Tonics, Menorrhagia, Parasites/worms, Sore Throat",," Astringent, Cholagogue, Coagulant/Hemostatic, Cordial, Depurative, Diuretic, Emmenagogue, Hepatic, Styptic, Vermifuge, Vulnerary"," bed wetting/incontinence, bladder infection (uti), children, cuts & wounds, diarrhea, herbal teas, liver, longevity tonics, menorrhagia, parasites/worms, sore throat,diarrhea, bed-wetting and may help to control incontinence in adults as well,heavy menstrual bleeding,sore throats,minor injuries,liver"
agave ," agave is favored as a sweetener to replace honey by vegans and is used in many natural and organic food products. agave nectar is obtained from the juice of the blue agave, ,. agave syrups are sweeter than sugar, so less can be used to reduce caloric intake. ,increasing evidence now suggests that the rise in consumption of carbohydrates,  particularly refined sugars high in fructose, are a very important contributing  factor in the development of , and ,.  agave is used as a healthier alternative to refined sugars in part because of it's low glycemic  index which helps to prevent spikes in blood sugar.   is agave a good alternative  for diabetics? the answer, sadly may be no. agave is certainly a great improvement over hfs and cane sugar, however agave nectar typically is primarily fructose, which can still cause problems for diabetics if consumed without care. adding to the problem, unscrupulous companies have  been known to add other sugars like maple syrup without labeling as such. so buyer beware! only purchase agave syrup from a trusted source and monitor your blood sugar carefully to assess its impact on you. , ","the consumption of pulque (fermented juice) from agave sap dates back to 200 ad, and various cultures have used agave for fiber and food for at least two centuries. in spite of this long history, little is known about the health effects of agave when consumed or applied topically.  the most important economic use of agave is the production of tequila in mexico. ",agave tequilana syrup," Nutrition, South_American",Central and South America,," nutrition, south_american,obesity,type 2 diabetes"
agaricus blazei mushroom ," :, * , ,royal sun agaricus ,  ","agaricus subrufescens peck was cultivated first in the late 1800s in eastern north america. the type consists partly of cultivated material and partly of field-collected specimens. once a popular market mushroom, the species faded from commerce in the early 20th century. more recently, a mushroom species growing wild in brazil has been introduced into cultivation in brazil, japan and elsewhere. this brazilian mushroom has been referred to by various names, most commonly as a. blazei murrill (sensu heinemann) and most recently as a. brasiliensis wasser et al. ",agaricus blazei mushroom," Cancer Prevention, Culinary/Kitchen, Immune, South_American",Central and South America, Immunostimulant," cancer prevention, culinary/kitchen, immune, south_american,immune disorders,cancer"
calamus ," :, * , * , * , ","sweet flag was brought to europe by the tartars in the thirteenth century, and is one of the herbs mentioned in the book of exodus.",acorus calamus root," Amenorrhea, Aphrodisiac, Asthma, Ayurvedic, Colds, Congestion, Headache/Migraine, Sore Throat, Stop Smoking","Ayurvedic,European,North America"," Abortifacient, Analgesic, Antibacterial, Antioxidant, Antirheumatic, Aromatic, Bitter, Carminative, Diuretic, emetic, Emmenagogue, Nervine, Psychedelic, Sedative, Uterine Tonic"," amenorrhea, aphrodisiac, asthma, ayurvedic, colds, congestion, headache/migraine, sore throat, stop smoking,digestive system,phlegm, clears congestion,,insomnia,stop smoking,sharpens memory,"
acai berry ,"the juice and berries of acai are an important food source for the indigenous populations of brazil. acai is traditionally served in gourds, and mixed with tapioca, sugar and honey. freeze dried powders, juices and supplements have become a very popular health food outside the region in recent years for it's energizing antioxidant benefits as part of a , diet.,acai is a , that can be safely added to a daily health  regime to improve stamina. açai (,) berries  are marketed for health benefits such as promoting rapid weight loss, improving  digestion, fighting ,, and preventing the aging process.,there are many wildly extravagant health claims for acai health food productsthat should be viewed with a certain amount of skepticism. in the tradition folkmedicine of brazil it was also revered as an energy food, and was traditionallypulped to make wine. there is little science to support these uses, what is knownis that the acai berry is extremely high in antioxidants and anthocyanins, richin protein fiber, vitamin e and iron. be sure to purchase acai from a reputablesource for a reasonable price.","acai was first used by tribes in the amazon for various medicinal purposes, among them the ability to build and strengthen the immune system, fight infection, protect the heart, and as a natural remedy for erectile dysfunction. it was also revered as an energy food, and was traditionally pulped to make wine. ",euterpe oleracea acai berry," Cardiovascular, Diet/weight Loss, Nutrition, South_American",Central and South America, Antioxidant," cardiovascular, diet/weight loss, nutrition, south_american,weight loss ,nutritious health tonic,cardiovascular
  disease"
acacia  ,"herbalists use acacia gum to bind pills and to stabilize emulsions. it is also used in aromatherapy for applying essential oils.  acacia (gum arabic) is used widely as an ingredient in foods like candies and soft drinks, the gum has the properties of a glue that is safe to eat. acacia gum is widely used in organic products as natural alternative to chemical binders.",,acacia senegal," African, Cuts & Wounds, Sore Throat","African,Middle East"," Astringent, Demulcent, Emollient"," african, cuts & wounds, sore throat"
nard ,, ,nardostachys jatamansi nard oil," Aromatherapy, Ayurvedic, Deodorants/Perfumes",Ayurvedic," Cordial, Emmenagogue, Hypotensive, Nervine, Sedative"," aromatherapy, ayurvedic, deodorants/perfumes"
rue ,"you will find rue often mentioned in the older herbals, (rue is first mentioned  by turner in 1562, and was noted by early writers such as pliny), but the use  of rue as a medicinal herb has declined in modern times due to it's toxicity,  and the bitterness of its taste. rutin is responsible for the bitter taste  (7 to 8% in the dried leaves). rutin is anti-inflammatory, antiviral and antibacterial  and helps to protect against free radicals. it has been used to treat , andhas a tradition of ,rue is valued as a country simple for its ability to ward off  pestsand is one of the ingredients in the ,, a formula made famous during the plague years in europe. youcan still make good use of rue today as a , and to discourage slugs and beetles in the garden.used in small amounts rue can ease ,,especially those caused by nervous tension. the leaves can be applied externallyin poultice form to relieve "," one of the oldest and garden plants cultivated for medicinal use introduced in england by the romans, much used by the ancients - regarded from the earliest times as successful in warding off contagion and the attacks of fleas and other noxious insects - one of the ingredients of the famous 'vinegar of the four thieves'. ",ruta graveolens rue," Culinary/Kitchen, Eyes/Vision, Headache/Migraine, Insect Repellent, Nerve/Back Pain, Varicose Veins",," Abortifacient, Analgesic, Antiparasite, Antispasmodic, Aromatic, Bitter, Emmenagogue, Nervine, Rubefacient"," culinary/kitchen, eyes/vision, headache/migraine, insect repellent, nerve/back pain, varicose veins,varicose veins,improving
eyesight.,flea
repellent,headaches,sciatica."
rosemary ,",rosemary stimulates the central nervous system and circulation making it beneficial for ,. rosemary oil and rosemary essential oil are used to alleviate the , of sprains, arthritis, sciatica and neuralgia. rosemary has also been used traditionally to ease asthma.  “the  essential oils in rosemary leaf can block histamine, the chemical culprit of both asthma and allergies. ”, add rosemary essential oil to your bath or in steam inhalation. ,rosemary, along with other , may offer a way to help manage ,. these herbs contain several flavonoids that inhibit dpp-iv and should be investigated further regarding their potential in diabetes management. , rosemary has a long herbal tradition as a herb that      improves concentration and ,, greek students would braid rosemary      into their hair to help them with their exams. modern science attributes      much of rosemary's action on the central nervous system to it's potent      antioxidant, rosmarinic acid. the uplifting aroma of a fresh sprig of rosemary in the summer air will confirm both the science and history with your own senses.     ,  rosemary is one of  best hair tonics available, whether you are worried about hair loss, or just want healthy, happy hair, rosemary extracts used in shampoos and , will work wonders. a few drops of the essential oil can be applied directly to the scalp or hair brush to restore dry, flyaway hair and make it shine. rosemary essential oil stimulates hair follicles and circulation in the scalp, which may help prevent premature baldness. use rosemary on a continuing basis for a healthy scalp that encourages healthy ,growth and slows , , rosemary extract (rosmarinic acid) is a natural way to stabilize and extend the shelf life of hand made cosmetics, creams, lotions, and other herbal compounds. use rosemary in , to tone and soften skin., the commission e approved the internal use of rosemary leaf for dyspeptic complaints and external use as supportive therapy for rheumatic diseases and circulatory problems. ,rosemary infused oil and rosemary essential oil are both used in ,formulations to relieve the pain of , and of sore aching muscles. rosemary used as a massage oil also helps to tone the , system. antioxidant compounds in rosemary prevent uterine spasms and , rosemary essential oil helps alleviate water retention and increases circulation when used in massage blends. , unlike  milder herbs, rosemary can withstand longer cooking times, and lends itself  well to roasted meats, chicken and hearty stews. a few teaspoons of chopped  rosemary lends a tangy taste to biscuits as well. , are an excellent and healthy way to dress cold vegetables and  salads.   ,rosemary is such an extremely useful herb, with so many culinary, medicinal and aromatherapy attributes that it deserves a treasured place in your home. even the twigs, stripped of their leaves find use as kindling and   as a aromatic addition to barbecue fires. "," rosemary was an essential part of the apothecary's repertoire during the renaissance. the french regarding it as a cure-all, hippocrates, galen, and dioscorides all prescribed rosemary for liver problems.",rosmarinus officinalis rosemary," Alopecia/baldness, Aromatherapy, Arthritis, Bronchitis, Cardiovascular, Cellulite, Christmas, Circulation, Colds, Culinary/Kitchen, Diabetes, Fatigue, Hair, Herbal Steam, Hypertension, IBS, Insect Repellent, Lice, Longevity Tonics, Lupus, Memory/Focus, Pain Relief, Rheumatoid_arthritis, Scabies, Skin Care, Thanksgiving Harvest",European," Analgesic, Antioxidant, Antirheumatic, Antispasmodic, AntiViral, Aromatic, Astringent, Carminative, Cholagogue, Cicatrisant, Circulation, Cordial, COX-2 Inhibitor, Deodorant/Perfumes, Diaphoretic, Digestive, Diuretic, Emmenagogue, Energize, Hepatic, Hypertensive, Insect repellents, Mood, Muscle Relaxant, Nervine, Rubefacient, Skin tonic, Stimulant, Stomachic, Vermifuge"," alopecia/baldness, aromatherapy, arthritis, bronchitis, cardiovascular, cellulite, christmas, circulation, colds, culinary/kitchen, diabetes, fatigue, hair, herbal steam, hypertension, ibs, insect repellent, lice, longevity tonics, lupus, memory/focus, pain relief, rheumatoid_arthritis, scabies, skin care, thanksgiving harvest,low blood pressure and sluggishness,pain,culinary herbs ,diabetes,memory, hair , hair loss.,skin care,massage oil ,arthritis,circulatory,menstrual cramps.,cooking with rosemary.,rosemary
  vinegars"
rose ," the rose was one of the most valued   medicinal plants in the monastery gardens of medieval europe.   rose petals   suitable for medicinal purposes must yield a deep rose-colored, astringent,   and fragrant infusion when boiling water is poured upon them. unfortunately   many modern cultivars have been chosen more for vibrant display at the cost   of aromatic scent. when we consider rose as   a medicinal herb today, we tend to focus only of the high vitamin c   content of the rosehips,   or the value rose holds in healing damaged skin. a closer look reveals even   more  of the healing powers of this classic garden favorite.   ,    rose petals are   ,   and can be used as a skin wash to staunch bleeding from ,.  luxurious rosewater is a welcome addition to   almost any , and  , formulation. rose petals can turn an everyday bath into a luxurious spa treatment for the body and spirit. rose petals and rose oils hold a special place in ,. rosewater can be used alone as a facial wash or incorporated   in lotions and creams. , is inexpensive, easy to make, fresher and better quality than commercial brands.,the rose is sensual, evocative, and evokes the spirit of love in the heart  and mind. rose is a classic , because  it affects both mind and body in a synergistic fashion. the scent of roses  can reach within to lift ,   and create a feeling of well being and mild euphoria. ", ,rosa spp rose," Aphrodisiac, Aromatherapy, Beauty, Cuts & Wounds, Facial Care, Herbal Steam, Nutrition, Skin Care","Netje Blanchan,(1917),Middle East"," Antidepressant, Antiscorbutic, Antispasmodic, Aphrodisiac, Aromatic, Astringent, Calm, Coagulant/Hemostatic, Cordial, Deodorant/Perfumes, Depurative, Emmenagogue, Hepatic, Laxative, Mood, Nervine, Refrigerant, Sedative, Skin tonic, Splenic, Stomachic, Uterine Tonic"," aphrodisiac, aromatherapy, beauty, cuts & wounds, facial care, herbal steam, nutrition, skin care,scrapes and cuts,natural beauty, skin care,facial
   care ,aphrodisiac,depressive
  moods"
rooibos ,,rooibos (afrikaans for 'red bush'; pronounced 'roy-boss') the ancient khoi and san people are believed to be the first to discover that the needle-like rooibos leaves can be used to make a refreshing brew.  early dutch settlers at the cape started drinking rooibos as an alternative to the very expensive black tea from europe. large-scale cultivation and industrial processing of the plant started during the 1930s. ,aspalathus linearis rooibos," African, Culinary/Kitchen, Herbal Teas, Longevity Tonics, Sleep/Insomnia",",,  ,African"," Antioxidant, Stimulant, Stress"," african, culinary/kitchen, herbal teas, longevity tonics, sleep/insomnia"
 , , ,helianthemum canadense rock rose,,,,
turkey rhubarb ,"turkey rhubarb is a , and is most often used in herbal formulas for it's strong laxative effects in , and colon cleansing formulas. it is most famously an ingredient in the classic ,. the use of rhubarb was recorded in the earliest chinese herbals., turkey rhubarb works on the smooth muscles of the intestine, much like , and senna. rhubarb is more appropriate than ,, however, when irregularity follows treatment with antibiotics; it is less dependent on the symbiotic bacteria of the colon. ,the active principles in rhubarb root are anthraquinones with purgative propertiesand bitters and tannins with the opposite effect. rhubarb's action is dose dependant-small doses have mainly an aperitif and gentle tonic bitter effect. as the doseis increased the purgative anthraquinones predominate and rhubarb becomes thelaxative that it is generally known for. rhubarb is often added to , to enhance the effect. ", ,rheum palmatum turkey rhubarb," Chinese, Constipation, Spring Tonics","North America,Traditional Chinese Medicine"," Astringent, Bitter, Laxative, Purgative, Stomachic"," chinese, constipation, spring tonics,constipation,liver/gallbladder remedies"
rhodiola  ,"rhodiola is an adaptogen, and acts in a similar fashion as ginseng. in traditionalmedicine, rhodiola root was prepared as a tea, and given in treatment of colds,anemia and to enhance fertility and sexual function. modern research suggestsrhodiola may support memory and focus, and relieve depression. clinical trialshave found rhodiola rosea roots and rhizomes demonstrated anti-depressive activityin patients with mild to moderate depression, with less drug/herb interactionthan the better known st. johns wort.","in siberian villages, a bouquet of rhodiola roots is still given to couples just prior to marriage to enhance fertility and to ensure the birth of healthy children. ",rhodiola rosea rhodiola," Chinese, Depression, Libido, Memory/Focus, Nausea, Stress",",,  ,Traditional Chinese Medicine"," Adaptogens, Aphrodisiac, Cordial, Immunostimulant, Stimulant"," chinese, depression, libido, memory/focus, nausea, stress"
reishi ,",  , reishi, or , is the extract of the , mushroom. this mushroom has been used in traditional chinese and japanese medicines for thousands of years, who place it in the highest class of tonic medicines, those who benefit the vital life energy or ,. reishi mushrooms are commonly prescribed for a host of conditions such as ,,,,,,,, and, but is particularly renowned for its use in hepatitis and other diseases of the , and for promoting ,. reishi is used to prevent ""fatty-liver"" and cirrhosis due to ,. , the western focus on reishi is on the mushroom's , and , activities, the exact mechanism is still unknown, but it is thought that the mycopolysaccharides contained in the cell walls may hold the key to the mushrooms medicinal properties., ", ,ganoderma lucidum reishi mushroom," Alcoholism, Allergies, Anxiety, Bronchitis, Chinese, Fatigue, Hypertension, Immune, Liver, Longevity Tonics, Stress",Traditional Chinese Medicine," AntiViral, Calm, Cordial, Hypoglycemic, Immunostimulant"," alcoholism, allergies, anxiety, bronchitis, chinese, fatigue, hypertension, immune, liver, longevity tonics, stress,anxiety, high blood pressure, bronchitis,  insomnia, asthma,liver,longevity,alcohol abuse,immuno-enhancing,anti-tumor"
red root ,"the healing uses of the plant were known to the native tribes of north america who used it to treat skin cancers, skin lesions, and venereal sores. the root is an astringent, expectorant and antispasmodic. it is used by modern herbalists  in the treatment of complaints such as , ,, and , it has proven useful in mouthwashes to relieve sore throat and to help , ","dried leaves were used as a tea substitute, in the american revolutionary war times, hence the common name ""new jersey tea"", but it is the root that has been used for medicine by herbalists in china, russia and north americas. ",ceanothus americanus red root," Cough, Dental/Oral Care, Sore Throat",",,  ,North America"," Astringent, Expectorant, Styptic"," cough, dental/oral care, sore throat"
sweet woodruff ,"sweet woodruff is one of those herbs with a long tradition of practical use,  yet  very little research has been done to  document or support the folklore. this  is a not uncommon occurrence with those gentle herbs whose commercial value  is low and whose uses are mostly the simples of country people;   ,,  ,, ,, and as a remedy for strengthening  the nervous system and heart function, and for,.  my own  experience with this herb is that it makes such a sweet, relaxing , that  it well earns a place in my herbal stash and a spot in a shady corner in the  garden. "," sweet woodruff has been used in europe since the middle ages as both food and medicine. the germans used it to flavor the traditional may wine,",galium odoratum sweet woodruff," Circulation, Cuts & Wounds, Herbal Teas, Spring Tonics",," Antispasmodic, Depurative, Diaphoretic, Hypotensive, Sedative, Stomachic, Styptic, Vulnerary"," circulation, cuts & wounds, herbal teas, spring tonics,wound healing,stomach upsets,weak veins and circulatory problems"
turmeric ,"western science confirms that turmeric is a first rate ,. it contains at least two chemicals, curcuminand curcuminoids, that act to decrease inflammation much like nsaid cox-2 that    inhibit the production of prostaglandins which are linked to arthritic inflammation.    this anti-inflammatory effect may be why consumption of turmeric is also    connected to a reduced occurrence of ,,,, and , ,turmeric has been shown to be an effective pain reliever in cases of , , modern studies confirm ancient wisdom that those with ,can especially benefit from daily supplementation with turmeric. studies show that the curcumin in turmeric acts to disrupt the cycle of skin plaque formation, working in a similar manner to the new biologic tnf inhibitors. ,turmeric powder mixed in warm water has been  used as a home remedy for cancer sores for some time  it has many medicinal properties such as anti-inflammatory, antioxidant, and antimicrobial activity that could explain why it is a useful ,.  in a recent study turmeric turmeric mouthwash (10 mg curcumin extract dissolved in 100 ml of water with a peppermint flavoring agent added was found to be as effective as a solution made from  chlorhexidine gluconate (chx), the gold standard compound for plaque  buildup in dentistry. ,this is great news for food lovers; this healthy and inexpensive spice is not only,, but it also may help to , from a high fatdiet. ,turmeric is such an exemplary herb that has a wide array of health benefits at a low cost both in monetary terms (cheap!)and few adverse effects, (almost none). turmeric deserves a prominent place in almost anyone's health routine as a daily supplemental and a healthy culinary spice. ", ,curcuma longa turmeric," Arthritis, Cancer Prevention, Candida/yeast, Cardiovascular, Culinary/Kitchen, Cuts & Wounds, Dental/Oral Care, Eyes/Vision, Longevity Tonics, Lupus, Nutrition, Pain Relief, Psoriasis, Rheumatoid_arthritis, Stop Smoking",",,  "," Analgesic, Anti-inflammatory, Antibacterial, Antifungal, Aromatic, Bitter, Cholagogue, Cordial, COX-2 Inhibitor, Depurative, Hepatic, Vermifuge"," arthritis, cancer prevention, candida/yeast, cardiovascular, culinary/kitchen, cuts & wounds, dental/oral care, eyes/vision, longevity tonics, lupus, nutrition, pain relief, psoriasis, rheumatoid_arthritis, stop smoking,cancers,cataracts,alzhemimers. ,rheumatoid arthritis.,psoriasis ,dental and oral care treatment,great for cooking,limit weight gain"
violet ,"february's flower, the violet, is a symbol of faithfulness, modesty, and simplicity. while we modern folks regard violets as nothing more than pretty garden flowers, violets have been used medicinally for ages, and are an important part of traditional folk medicine. violets are a rich source of vitamins a and c. they also contain a type of antioxidant called an anthocyanin. the wild pansy became naturalized in this country from europe and the principal changes in cultavation are seen in the immense varities, size and colors of the flowers. , “the common dark-blue violet makes a slimy tea, which is excellent for the canker. leaves and blossoms are both good. those who have families should take some pains to dry these flowers.“,,“the use of the pansy in medicine dates far back in ancient medication, the first real experimentation with the plant is that of starck in 1776 who wrote "","", in that year; the provings substantiate this use of the plant and show it to be useful in other forms of impetigo (skin infections). its use in some forms of burrowing ulcers, tinea capits and scabies is also sanctioned. ”,", ,viola spp violet leaf, Spring Tonics,," Anodyne, Antiscrofulous, Antitussive, Cathartic, Depurative, Diaphoretic, Diuretic, emetic, Emollient, Laxative, Nervine, Refrigerant", spring tonics
unicorn root ,"plant prefers sun and moist, sandy, acidic soils., ",it was used as a component in lydia pinkham's original vegetable compound. ,aletris farinosa unicorn root," Female Hormones, Pregnancy/Childbirth",,," female hormones, pregnancy/childbirth"
wood betony ,"though this nearly forgotten mint has become increasingly rare modern herbal medicine, wood betony was once considered almost a panacea by the elder herbalists.,little modern research has been done to either prove or disprove the medicinal values attributed to betony, which means less about its potential as a  medicinal plant than it  does its lack of potential as a money maker. betony was once used to treat chest and lung problems, worms, fever, gout, uterine bleeding, dizziness, and many other afflictions, including protection against ,", ,stachys officinalis wood betony," Headache/Migraine, Nerve/Back Pain, Stress, Varicose Veins",," Astringent, Calm, Midsummer, Nervine"," headache/migraine, nerve/back pain, stress, varicose veins"
witch hazel ," ,  ,when distilled and combined with alcohol, the aromatic oil extracted from  the bark of the witch hazel shrub makes a soothing and mildly astringent lotion.  witch hazel may be the most familiar of all home herbal medicines being mild  and gentle in action. it is a general and all purpose first aid remedy for ,, ,,  , and  other inflammatory conditions of the skin. witch hazel also forms the base  of ,.,as an , fighter witch hazel reduces the swelling of minor pimples and blemishes. witch hazel is an excellent astringent, toning,, used to decrease bags under eyes, skin puffiness, and to reduce pore size. it can be used for all skin types, oily to dry and is a valuable ingredient in natural , formulations and anti-aging products.","the witch comes from ""wyche"" and from the old anglo-saxon word meaning bend. native americans used the shrub for the same kinds of skin afflictions which make it as common item in today's medicine cabinets as it was in our grandmothers time. ",hamamelis virginiana witch hazel," Beauty, Burns, Cuts & Wounds, Eczema, Eyes/Vision, Insect/flea Bites, Psoriasis, Skin Care, Sunburns, Varicose Veins","European,North America"," Analgesic, Anodyne, Anti-inflammatory, Astringent, Refrigerant, Styptic, Vulnerary"," beauty, burns, cuts & wounds, eczema, eyes/vision, insect/flea bites, psoriasis, skin care, sunburns, varicose veins,abrasions,burns,
  scalds,insect bites, varicose vein
  treatments,acne, facial cleanser,skin care"
yucca ," yucca  is a medicinal plant genus native to mexico and the southwestern us. yucca was used widely in native folk medicine for it's anti-arthritic and anti-inflammatory effects which support yucca's promise in the treatment of both , and ,. the plant contains several physiologically active phytochemicals. it is a rich source of steroidal saponins, and is used commercially as a saponin source. the steroidal saponins in yucca are used as starter substances in the production of synthetic steroid drugs.  these phytosterols  work with the natural immune functions of the body, and assist the body in using and producing these its steroid related hormones., clinical trials conducted on constituents isolated from , bark found evidence that the , of these saponins have  anti-tumor properties that may be important in further , research. "," many native american tribes uses yucca as a food, and it has traditionally been used as an arthritis remedy. ",yucca root," Arthritis, Pet, Rheumatoid_arthritis",North America," Analgesic, Anti-inflammatory, Antirheumatic"," arthritis, pet, rheumatoid_arthritis,osteoarthritis,rheumatoid arthritis,cancer"
yohimbe ," ,  ,  the bark of this west african tree may be your best natural bet for reversing sexual dysfunction, though at the cost of several side effects. until the advent of viagra, the most commonly prescribed drug for erection problems was a pharmaceutical isolation of yohimbe's' active phytochemical, yohimbine. called ""herbal viagra"" by the february 1999 edition of environmental nutrition, yohimbe's power comes from a combination of alkaloids. alkaloids are organic plant substances that have strong medicinal properties and are frequently used as drugs.,the terms yohimbine, yohimbine hydrochloride, and yohimbe bark extract are related but different. yohimbe refers to the herb. yohimbine refers to the active chemical found not only in yohimbe but also in indian snakewood, periwinkle, quebracho, and niando. for a significant number of men who try it, yohimbe lives up to its reputation as a sexual performance enhancer.,while yohimbe herb is often thought of for male erectile dysfunction support, most people don't realize that yohimbe is also effective in women. this herb increases blood flow to the genitals of both males and females giving women an enhanced sensation and engorgement of genital organs. however, keep the dose low to prevent the yohimbe side effects., yohimbe is also sold as a muscle building natural version of anabolic steroids.  however, it's action is apparently unrelated to the body's production of testosterone, which means it probably is of little value in building bigger muscles."," africans have turned to this evergreen aphrodisiac for centuries, and it was imported for use in europe in the 1800s ",pausinystalia johimbe yohimbe," African, Aphrodisiac, Libido",African,," african, aphrodisiac, libido"
ylang-ylang ,,"filipinos used the flowers of the cananga, (ylang-ylang), mixed with coconut oil as protection against saltwater and snakebites. the oil was used in the 19th century as a hair oil.",cananga adorata ylang ylang," Aphrodisiac, Aromatherapy, Depression, Hypertension, Sleep/Insomnia",",,  ,Southeast Asia"," Antidepressant, Aphrodisiac, Aromatic, Calm, Communication, Confidence, Emmenagogue, Hypotensive, Mood, Sedative"," aphrodisiac, aromatherapy, depression, hypertension, sleep/insomnia"
yerba mate ,"yerba mate tea is made from the dried leaves of the holly tree native to south america. the tea has been used for centuries as a health tonic and stimulant beverage by the south american native peoples, and is still used as such today. yerba mate contains healthy antioxidants and has been a folklore favorite in south america used to reduce inflammation in , and ,. containing 196 active compounds, nutrients, and amino acids, yerba maté is rich in phenolics and saponins with potential lipid-lowering properties and has shown favorable results in a studies showing drinking green and roasted yerba maté over time has , potential. , mate contains an alkaloid called mateine, which acts much like smooth caffeine. additionally, it is believed to act to assist , in reducing food cravings and by helping you feel fuller, longer.  ,  ,drinking , as part of a diet for weight loss is one of the best ways to reduce calorie intake while consuming a healthy beverage. unlike diet soda, herbal diet tea contains no chemicals and artificial sweeteners. ","drinking mate with friends from a shared hollow gourd (also called a mate in spanish, or cabaça or cuia in portuguese) with a metal straw (a bombilla in spanish, bomba or canudo in portuguese) is an extremely common social practice in argentina,uruguay, paraguay, southern chile, eastern bolivia and southern region, brazil and also syria and lebanon.",ilex paraguariensis yerba mate," Depression, Diet/weight Loss, Gout, Lupus",Central and South America," Appetite Depressant, Astringent, Stimulant"," depression, diet/weight loss, gout, lupus,arthritis,gout,cholesterol-lowering,dieters"
yellow dock ,,,rumex crispus yellow dock, Constipation,," Antioxidant, Astringent, Bitter, Cathartic, Depurative, Laxative, Refrigerant, Skin tonic", constipation
